FNAME,LNAME,SEX,YOB,CITIZEN,HIRED,LEADER,MSOLO,MSUCCESS,MPERHIGHPT,MYEAR,MSEASON,INJURY,DEATH,INJURYTYPE,DEATHTYPE,MO2USED
Temba Tsheri/Chhiri,Sherpa,M,1985,Nepal,FALSE,TRUE,FALSE,TRUE,8849,2001,1,FALSE,FALSE,0,0,TRUE
Zurab,Artakhishvili,M,1951,Georgia,FALSE,FALSE,FALSE,FALSE,0,2001,1,FALSE,FALSE,0,0,FALSE
Gia,Tortladze,M,1960,Georgia,FALSE,TRUE,FALSE,TRUE,8849,2001,1,FALSE,FALSE,0,0,TRUE
Tashi,Sherpa,M,1979,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2001,1,FALSE,FALSE,0,0,TRUE
David Yew Lee,Lim,M,1964,Singapore,FALSE,TRUE,FALSE,FALSE,7650,2001,1,FALSE,FALSE,0,0,FALSE
Mohammad Rozani,Maarof,M,1967,Singapore,FALSE,FALSE,FALSE,FALSE,7800,2001,1,FALSE,FALSE,0,0,FALSE
Gil Francisco,Piekarz,M,1955,Brazil,FALSE,FALSE,FALSE,FALSE,7800,2001,1,FALSE,FALSE,0,0,FALSE
Beng Cheong,Tok,M,1968,Singapore,FALSE,FALSE,FALSE,FALSE,6800,2001,1,FALSE,FALSE,0,0,FALSE
Ting Sern,Wong,M,1957,Singapore,FALSE,FALSE,FALSE,FALSE,0,2001,1,FALSE,FALSE,0,0,FALSE
Carlos David,Calderas Daal,M,1964,Venezuela,FALSE,FALSE,FALSE,FALSE,8550,2001,1,FALSE,FALSE,0,0,TRUE
Carlos,Castillo Hidalgo,M,1968,Venezuela,FALSE,FALSE,FALSE,FALSE,8600,2001,1,FALSE,FALSE,0,0,TRUE
Marco Antonio,Cayuso Martin,M,1966,Venezuela,FALSE,FALSE,FALSE,FALSE,7000,2001,1,FALSE,FALSE,0,0,FALSE
Jose Antonio,Delgado Sucre,M,1965,Venezuela,FALSE,TRUE,FALSE,TRUE,8849,2001,1,FALSE,FALSE,0,0,TRUE
Martin,Echevarria Gil,M,1960,Venezuela,FALSE,FALSE,FALSE,FALSE,0,2001,1,FALSE,FALSE,0,0,FALSE
Marcus Antonio,Tobia,M,1965,Venezuela,FALSE,FALSE,FALSE,TRUE,8849,2001,1,FALSE,FALSE,0,0,TRUE
Pasang Tshering,Sherpa,M,1974,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2001,1,FALSE,FALSE,0,0,TRUE
Lhakpa Thundu/Thudu (Tindu),Sherpa,M,1970,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2001,1,FALSE,FALSE,0,0,TRUE
Sang-Bae,Lee,M,1958,S Korea,FALSE,FALSE,FALSE,FALSE,0,2001,1,FALSE,FALSE,0,0,FALSE
Yoko,Masuda,F,1969,Japan,FALSE,FALSE,FALSE,FALSE,0,2001,1,FALSE,FALSE,0,0,FALSE
Noriyuki,Muraguchi,M,1956,Japan,FALSE,FALSE,FALSE,FALSE,0,2001,1,FALSE,FALSE,0,0,FALSE
Ken,Noguchi,M,1973,Japan,FALSE,TRUE,FALSE,FALSE,0,2001,1,FALSE,FALSE,0,0,FALSE
Momoko,Sato,M,1980,Japan,FALSE,FALSE,FALSE,FALSE,6400,2001,1,FALSE,FALSE,0,0,FALSE
Marcelo,Arbelaez,M,1958,Colombia,FALSE,FALSE,FALSE,TRUE,8849,2001,1,FALSE,FALSE,0,0,TRUE
Roberto,Ariano,M,1966,Colombia,FALSE,FALSE,FALSE,FALSE,7700,2001,1,FALSE,FALSE,0,0,FALSE
Manuel Arturo (Manolo),Barrios Prieto,M,1956,Colombia,FALSE,FALSE,FALSE,TRUE,8849,2001,1,FALSE,FALSE,0,0,TRUE
Nelson,Cordona,M,1963,Colombia,FALSE,FALSE,FALSE,FALSE,7500,2001,1,FALSE,FALSE,0,0,FALSE
Fernando Alonso,Gonzalez-Rubio Polanco,M,1968,Colombia,FALSE,FALSE,FALSE,TRUE,8849,2001,1,FALSE,FALSE,0,0,TRUE
Gonzalo,Ospina,M,1959,Colombia,FALSE,FALSE,FALSE,FALSE,7000,2001,1,FALSE,FALSE,0,0,FALSE
Carlos Hernan,Rodriguez,M,1967,Colombia,FALSE,FALSE,FALSE,FALSE,6400,2001,1,FALSE,FALSE,0,0,FALSE
Juan Pablo,Ruiz Soto,M,1957,Colombia,FALSE,TRUE,FALSE,TRUE,8849,2001,1,FALSE,FALSE,0,0,TRUE
Miguel Angel,Vidales Parra,M,1956,Colombia,FALSE,FALSE,FALSE,FALSE,7000,2001,1,FALSE,FALSE,0,0,FALSE
Anna,Akinina,F,1968,Russia,FALSE,FALSE,FALSE,TRUE,8849,2001,1,FALSE,FALSE,0,0,TRUE
Dmitri,Bochkov,M,1948,Russia,FALSE,TRUE,FALSE,TRUE,8849,2001,1,FALSE,FALSE,0,0,TRUE
Amangueldy,Eleuchev,M,1960,Russia,FALSE,FALSE,FALSE,TRUE,8849,2001,1,FALSE,FALSE,0,0,TRUE
Alexander,Foigt,M,1958,Russia,FALSE,FALSE,FALSE,TRUE,8849,2001,1,FALSE,FALSE,0,0,TRUE
Viatcheslav,Kolomine,M,1970,Russia,FALSE,FALSE,FALSE,FALSE,0,2001,1,FALSE,FALSE,0,0,FALSE
Nikolai,Kozhemyako,M,1960,Russia,FALSE,FALSE,FALSE,TRUE,8849,2001,1,FALSE,FALSE,0,0,TRUE
Stanislav,Krylov,M,1961,Russia,FALSE,FALSE,FALSE,TRUE,8849,2001,1,FALSE,FALSE,0,0,TRUE
Aleksei (Alex),Nikiforov,M,1955,Russia,FALSE,FALSE,FALSE,FALSE,8700,2001,1,FALSE,TRUE,0,1,TRUE
Oleg,Novitski,M,1968,Russia,FALSE,FALSE,FALSE,FALSE,7000,2001,1,FALSE,FALSE,0,0,FALSE
Evgeni,Popov,M,1967,Russia,FALSE,FALSE,FALSE,TRUE,8849,2001,1,FALSE,FALSE,0,0,TRUE
Alexander,Provatorov,M,1961,Russia,FALSE,FALSE,FALSE,FALSE,7900,2001,1,FALSE,FALSE,0,0,FALSE
Juri,Uteshev,M,1955,Russia,FALSE,FALSE,FALSE,TRUE,8849,2001,1,FALSE,FALSE,0,0,TRUE
Sergei,Zoev,M,1956,Russia,FALSE,FALSE,FALSE,FALSE,8500,2001,1,FALSE,FALSE,0,0,TRUE
Begi,Devi,F,1977,India,FALSE,FALSE,FALSE,FALSE,0,2001,1,FALSE,FALSE,0,0,FALSE
Begma,Devi,F,1974,India,FALSE,FALSE,FALSE,FALSE,0,2001,1,FALSE,FALSE,0,0,FALSE
Ram Bahadur,Bura,M,1962,Nepal,FALSE,FALSE,FALSE,FALSE,0,2001,1,FALSE,FALSE,0,0,FALSE
Loveraj Singh,Dharmshaktu,M,1973,India,FALSE,FALSE,FALSE,FALSE,6800,2001,1,FALSE,FALSE,0,0,FALSE
Gautam,Chand,M,1967,India,FALSE,FALSE,FALSE,FALSE,6900,2001,1,FALSE,FALSE,0,0,FALSE
Ram Bahadur,Gurung,M,1972,Nepal,FALSE,FALSE,FALSE,FALSE,0,2001,1,FALSE,FALSE,0,0,FALSE
Amresh Kumar,Jha,M,1971,India,FALSE,FALSE,FALSE,FALSE,0,2001,1,FALSE,FALSE,0,0,FALSE
Sharatchandra,Khumbongmayam,M,1956,India,FALSE,FALSE,FALSE,FALSE,0,2001,1,FALSE,FALSE,0,0,FALSE
Lalit Kumar,Negi,M,1959,India,FALSE,FALSE,FALSE,FALSE,6900,2001,1,FALSE,FALSE,0,0,FALSE
Rajendra Singh,Pal,M,1957,India,FALSE,FALSE,FALSE,FALSE,6900,2001,1,FALSE,FALSE,0,0,FALSE
Nadre,Sherpa,M,1968,India,FALSE,FALSE,FALSE,FALSE,6800,2001,1,FALSE,FALSE,0,0,FALSE
Santosh,Yadav,F,1967,India,FALSE,TRUE,FALSE,FALSE,0,2001,1,FALSE,FALSE,0,0,FALSE
Josef,Einwaller,M,1947,Austria,FALSE,FALSE,FALSE,FALSE,0,2001,1,FALSE,FALSE,0,0,FALSE
Wolfgang,Fasching-Rub,M,1967,Austria,FALSE,FALSE,FALSE,TRUE,8849,2001,1,FALSE,FALSE,0,0,TRUE
Theodor (Theo),Fritsche,M,1949,Austria,FALSE,FALSE,FALSE,TRUE,8849,2001,1,FALSE,FALSE,0,0,FALSE
Erich,Gatt,M,1944,Austria,FALSE,FALSE,FALSE,TRUE,8849,2001,1,FALSE,FALSE,0,0,TRUE
Stefan,Gatt,M,1970,Austria,FALSE,TRUE,FALSE,TRUE,8849,2001,1,FALSE,FALSE,0,0,FALSE
Mario,Kastner,M,1972,Austria,FALSE,FALSE,FALSE,FALSE,8400,2001,1,FALSE,FALSE,0,0,TRUE
Roland,Maruna,M,1943,Austria,FALSE,FALSE,FALSE,FALSE,7300,2001,1,FALSE,FALSE,0,0,FALSE
Philippe,Perlia,M,1955,Luxembourg,FALSE,FALSE,FALSE,TRUE,8849,2001,1,FALSE,FALSE,0,0,TRUE
Hans,Steinbock,M,1957,Austria,FALSE,FALSE,FALSE,FALSE,7300,2001,1,FALSE,FALSE,0,0,FALSE
Josef,Streif,M,1951,Germany,FALSE,FALSE,FALSE,TRUE,8849,2001,1,FALSE,FALSE,0,0,TRUE
Erich,Weitlaner,M,1961,Austria,FALSE,FALSE,FALSE,FALSE,8200,2001,1,FALSE,FALSE,0,0,TRUE
Nawang Wangchu/Ongchu,Sherpa,M,1973,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2001,1,FALSE,FALSE,0,0,TRUE
Gheorghe,Dijmarescu,M,1961,USA,FALSE,TRUE,FALSE,TRUE,8849,2001,1,FALSE,FALSE,0,0,TRUE
Lakpa/Lhakpa,Sherpa,F,1973,Nepal,FALSE,TRUE,FALSE,TRUE,8849,2001,1,FALSE,FALSE,0,0,TRUE
Melissa,Kade,F,1968,USA,FALSE,FALSE,FALSE,FALSE,0,2000,1,FALSE,FALSE,0,0,FALSE
Babu Chiri (Babu Tshering),Sherpa,M,1965,Nepal,TRUE,FALSE,FALSE,FALSE,6400,2001,1,FALSE,TRUE,0,5,FALSE
Jason A.,Tanguay,M,1976,USA,FALSE,FALSE,FALSE,FALSE,8700,2001,1,FALSE,FALSE,0,0,TRUE
Artur,Kabissov,M,1972,Russia,FALSE,FALSE,FALSE,FALSE,0,1997,1,TRUE,FALSE,1,0,FALSE
Steven W.,Matous,M,1955,USA,FALSE,TRUE,FALSE,FALSE,0,1997,1,FALSE,FALSE,0,0,FALSE
Kyuji,Ota,M,1943,Japan,FALSE,TRUE,FALSE,FALSE,0,2000,1,FALSE,FALSE,0,0,FALSE
Yoshimitsu,Takatori,M,1959,Japan,FALSE,FALSE,FALSE,FALSE,0,2000,1,FALSE,FALSE,0,0,FALSE
William Billings,Daniels,M,1957,USA,FALSE,FALSE,FALSE,FALSE,0,2001,1,FALSE,FALSE,0,0,FALSE
Ewald,Eder,M,1956,Austria,FALSE,FALSE,FALSE,FALSE,0,2001,1,FALSE,FALSE,0,0,FALSE
Paul,Hofer,M,1963,Austria,FALSE,FALSE,FALSE,FALSE,0,2001,1,FALSE,FALSE,0,0,FALSE
Sandro,Godio,M,,Switzerland,FALSE,FALSE,FALSE,FALSE,0,1986,2,FALSE,FALSE,0,0,FALSE
Scott,Anderson,M,1968,USA,FALSE,FALSE,FALSE,FALSE,0,2001,3,FALSE,FALSE,0,0,FALSE
Daniel Evan (Dan),Bronstein,M,1956,USA,FALSE,FALSE,FALSE,FALSE,0,2001,3,FALSE,FALSE,0,0,FALSE
Edward L. (Ed),Hommer,M,1955,USA,FALSE,FALSE,FALSE,FALSE,7500,2001,3,FALSE,FALSE,0,0,FALSE
Brian C.,McCullough,M,1959,USA,FALSE,FALSE,FALSE,FALSE,0,2001,3,FALSE,FALSE,0,0,FALSE
Kelly,Raymond,M,1966,Canada,FALSE,FALSE,FALSE,FALSE,7800,2001,3,FALSE,FALSE,0,0,FALSE
Karl R.,Swanson,M,1959,USA,FALSE,FALSE,FALSE,FALSE,7800,2001,3,FALSE,FALSE,0,0,FALSE
James F. (Jim),Wickwire,M,1940,USA,FALSE,TRUE,FALSE,FALSE,0,2001,3,TRUE,FALSE,10,0,FALSE
Zoltan Robert,Acs,M,1969,Hungary,FALSE,FALSE,FALSE,FALSE,0,2001,3,FALSE,FALSE,0,0,FALSE
Miklos,Ferenci,M,1957,Hungary,FALSE,FALSE,FALSE,FALSE,6350,2001,3,FALSE,FALSE,0,0,FALSE
David,Klein,M,1975,Hungary,FALSE,TRUE,FALSE,FALSE,6350,2001,3,FALSE,FALSE,0,0,FALSE
Andras,Kovacs,M,1965,Hungary,FALSE,FALSE,FALSE,FALSE,0,2001,3,FALSE,FALSE,0,0,FALSE
Laszlo,Mezey,M,1970,Hungary,FALSE,FALSE,FALSE,FALSE,0,2001,3,FALSE,FALSE,0,0,FALSE
Akos Gergely,Szendrenyi,M,1975,Hungary,FALSE,FALSE,FALSE,FALSE,0,2001,3,FALSE,FALSE,0,0,FALSE
Laszlo Alfred (Konyi),Varkonyi,M,1956,Hungary,FALSE,FALSE,FALSE,FALSE,6350,2001,3,FALSE,FALSE,0,0,FALSE
Gabor,Vida,M,1973,Hungary,FALSE,FALSE,FALSE,FALSE,0,2001,3,FALSE,FALSE,0,0,FALSE
Fernec,Borszeki,M,1964,Hungary,FALSE,FALSE,FALSE,FALSE,7000,2001,3,FALSE,FALSE,0,0,FALSE
Agnes,Bradacs,F,1969,Hungary,FALSE,FALSE,FALSE,FALSE,6430,2001,3,FALSE,FALSE,0,0,FALSE
Zsolt,Eross,M,1968,Hungary,FALSE,FALSE,FALSE,FALSE,7800,2001,3,FALSE,FALSE,0,0,FALSE
Andras,Foldes,M,1971,Hungary,FALSE,FALSE,FALSE,FALSE,7000,2001,3,FALSE,FALSE,0,0,FALSE
Santor,Gardos,M,1963,Hungary,FALSE,FALSE,FALSE,FALSE,7800,2001,3,FALSE,TRUE,0,4,FALSE
Barna,Ijes,M,1964,Hungary,FALSE,FALSE,FALSE,FALSE,0,2001,3,FALSE,FALSE,0,0,FALSE
Koppanz,Keresztesi,M,1974,Hungary,FALSE,FALSE,FALSE,FALSE,7800,2001,3,TRUE,FALSE,3,0,FALSE
Zoltan,Kertesz,M,1960,Hungary,FALSE,FALSE,FALSE,FALSE,6430,2001,3,FALSE,FALSE,0,0,FALSE
Huba,Markos,M,1967,Hungary,FALSE,FALSE,FALSE,FALSE,7800,2001,3,FALSE,FALSE,0,0,FALSE
Laszlo,Mecs,M,1973,Hungary,FALSE,TRUE,FALSE,FALSE,7000,2001,3,FALSE,FALSE,0,0,FALSE
Zsolt,Mesko,M,1967,Hungary,FALSE,FALSE,FALSE,FALSE,0,2001,3,FALSE,FALSE,0,0,FALSE
Julia,Nedeckz,F,1974,Hungary,FALSE,FALSE,FALSE,FALSE,7000,2001,3,FALSE,FALSE,0,0,FALSE
Anita,Ugyan,F,1969,Hungary,FALSE,FALSE,FALSE,FALSE,6700,2001,3,FALSE,FALSE,0,0,FALSE
Nobuhiro,Shingo,M,1943,Japan,FALSE,FALSE,FALSE,FALSE,0,1989,3,FALSE,FALSE,0,0,FALSE
Kiyoshi,Hirata,M,,Japan,FALSE,FALSE,FALSE,FALSE,0,1989,3,FALSE,FALSE,0,0,FALSE
Yasuhiro,Hashimoto,M,1954,Japan,FALSE,FALSE,FALSE,FALSE,0,1989,3,FALSE,FALSE,0,0,FALSE
Masaaki,Taniguchi,M,,Japan,FALSE,FALSE,FALSE,FALSE,0,1989,3,FALSE,FALSE,0,0,FALSE
Hirotaka,Imamura,M,1959,Japan,FALSE,FALSE,FALSE,FALSE,0,1989,3,FALSE,FALSE,0,0,FALSE
Osamu,Tanabe,M,1961,Japan,FALSE,FALSE,FALSE,FALSE,0,1989,3,FALSE,FALSE,0,0,FALSE
Osamu,Nishikawa,M,,Japan,FALSE,FALSE,FALSE,FALSE,0,1989,3,FALSE,FALSE,0,0,FALSE
Takumi,Ishizaka,M,1965,Japan,FALSE,FALSE,FALSE,FALSE,0,1989,3,FALSE,FALSE,0,0,FALSE
Nawang Tenzing,Sherpa,M,1967,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2001,1,FALSE,FALSE,0,0,TRUE
Norbu/Nurbu (Nuru),Sherpa,M,1968,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2001,1,FALSE,FALSE,0,0,TRUE
Alexander A. (Alex),Bertulis,M,1939,USA,FALSE,TRUE,FALSE,FALSE,0,1992,3,FALSE,FALSE,0,0,TRUE
Luis Alberto,Camargo,M,1969,Colombia,FALSE,FALSE,FALSE,FALSE,7100,2001,1,FALSE,FALSE,0,0,FALSE
Tomiyasu,Ishikawa,M,1936,Japan,FALSE,TRUE,FALSE,TRUE,8849,2002,1,FALSE,FALSE,0,0,TRUE
Chhiring Dorje,Sherpa,M,1974,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2002,1,FALSE,FALSE,0,0,TRUE
Sohei,Higuchi,M,1938,Japan,FALSE,TRUE,FALSE,FALSE,0,2002,1,FALSE,FALSE,0,0,FALSE
Toshio,Kaise,M,1935,Japan,FALSE,FALSE,FALSE,FALSE,0,2002,1,FALSE,FALSE,0,0,FALSE
Hitomi,Kubota,M,1947,Japan,FALSE,FALSE,FALSE,FALSE,0,2002,1,FALSE,FALSE,0,0,FALSE
Shigenori,Matsumoto,M,1945,Japan,FALSE,FALSE,FALSE,FALSE,0,2002,1,FALSE,FALSE,0,0,FALSE
Tsutomu,Miyazaki,M,1947,Japan,FALSE,FALSE,FALSE,TRUE,8849,2002,1,FALSE,FALSE,0,0,TRUE
Yohe,Ohyama,M,1957,Japan,FALSE,FALSE,FALSE,FALSE,0,2002,1,FALSE,FALSE,0,0,FALSE
Sachiko,Orihawa,F,1936,Japan,FALSE,FALSE,FALSE,FALSE,0,2002,1,FALSE,FALSE,0,0,FALSE
Michiko,Takahashi,F,1942,Japan,FALSE,FALSE,FALSE,FALSE,8500,2002,1,FALSE,FALSE,0,0,TRUE
Yoshimasa,Takeda,M,1955,Japan,FALSE,FALSE,FALSE,FALSE,0,2002,1,FALSE,FALSE,0,0,FALSE
Fumie,Kimura Yoshida,F,1955,Japan,FALSE,FALSE,FALSE,FALSE,8700,2002,1,FALSE,FALSE,0,0,TRUE
Mingma Tshering/Tsiri,Sherpa,M,1970,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2002,1,FALSE,FALSE,0,0,TRUE
Nawang Syakaya/Syatty,Sherpa,M,,Nepal,TRUE,FALSE,FALSE,FALSE,8700,2002,1,FALSE,FALSE,0,0,TRUE
Guillermo,Carro Blaizac,M,1979,Mexico,FALSE,FALSE,FALSE,FALSE,7000,2002,1,FALSE,FALSE,0,0,FALSE
Borislav Mihaylov,Dimitrov,M,1967,Bulgaria,FALSE,TRUE,FALSE,FALSE,7000,2002,1,FALSE,FALSE,0,0,FALSE
Atanas,Katsarov,M,1946,USA,FALSE,FALSE,FALSE,FALSE,6600,2002,1,TRUE,FALSE,1,0,FALSE
Ivan,Loredo Vidal,M,1967,Mexico,FALSE,FALSE,FALSE,FALSE,7000,2002,1,FALSE,FALSE,0,0,FALSE
Zoran,Miletic,M,1960,Yugoslavia,FALSE,FALSE,FALSE,FALSE,8500,2002,1,FALSE,TRUE,0,12,TRUE
Jan,Pflugradt,M,1965,Germany,FALSE,FALSE,FALSE,FALSE,7000,2002,1,FALSE,FALSE,0,0,FALSE
Viatcheslav (Slava),Skripko,M,1952,Russia,FALSE,TRUE,FALSE,FALSE,7000,2002,1,FALSE,FALSE,0,0,FALSE
Masano,Funahashi,M,1957,Japan,FALSE,FALSE,FALSE,FALSE,6400,2002,1,FALSE,FALSE,0,0,FALSE
Naomi,Homma,F,1964,Japan,FALSE,FALSE,FALSE,FALSE,6400,2002,1,TRUE,FALSE,1,0,FALSE
Shigeyoshi,Nagami,M,1967,Japan,FALSE,FALSE,FALSE,TRUE,8849,2002,1,FALSE,FALSE,0,0,TRUE
Koji,Noguchi,M,1947,Japan,FALSE,FALSE,FALSE,TRUE,8849,2002,1,FALSE,FALSE,0,0,TRUE
Shinji,Sato,M,1950,Japan,FALSE,TRUE,FALSE,TRUE,8849,2002,1,FALSE,FALSE,0,0,TRUE
Sonoe,Sato,F,1959,Japan,FALSE,FALSE,FALSE,FALSE,7050,2002,1,FALSE,FALSE,0,0,FALSE
Masahiro,Suzuki,M,1961,Japan,FALSE,FALSE,FALSE,FALSE,7050,2002,1,FALSE,FALSE,0,0,FALSE
Kuniko,Tada,F,1942,Japan,FALSE,FALSE,FALSE,FALSE,7050,2002,1,FALSE,FALSE,0,0,FALSE
Shizue,Taniguchi,F,1957,Japan,FALSE,FALSE,FALSE,FALSE,7050,2002,1,FALSE,FALSE,0,0,FALSE
Akira,Yamagata,M,1957,Japan,FALSE,FALSE,FALSE,FALSE,6400,2002,1,TRUE,FALSE,1,0,FALSE
Tul Bahadur,Tamang,M,1966,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2002,1,FALSE,FALSE,0,0,TRUE
Lhakpa Chhiring/Chhiri,Sherpa,M,1964,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2002,1,FALSE,FALSE,0,0,TRUE
Pemba Tshering,Sherpa,M,1943,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2002,1,FALSE,FALSE,0,0,TRUE
Phura Chhiri (Phurba Chhiri),Sherpa,M,1969,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2002,1,FALSE,FALSE,0,0,TRUE
Miroslav,Caban,M,1964,Czech Republic,FALSE,TRUE,FALSE,TRUE,8849,2002,1,TRUE,FALSE,3,0,FALSE
Miroslav (Milos),Palacky,M,1954,Czech Republic,FALSE,FALSE,FALSE,FALSE,7200,2002,1,FALSE,FALSE,0,0,FALSE
Alexei,Bolotov,M,1963,Russia,FALSE,FALSE,FALSE,TRUE,8849,2002,1,FALSE,FALSE,0,0,FALSE
Sergei,Borisov,M,1957,Russia,FALSE,FALSE,FALSE,TRUE,8849,2002,1,FALSE,FALSE,0,0,TRUE
Yuri,Ermachek,M,1962,Russia,FALSE,FALSE,FALSE,TRUE,8849,2002,1,FALSE,FALSE,0,0,TRUE
Gennady,Kirievsky,M,1961,Russia,FALSE,TRUE,FALSE,TRUE,8849,2002,1,FALSE,FALSE,0,0,TRUE
Vladimir,Povolotski,M,1946,Russia,FALSE,FALSE,FALSE,TRUE,8849,2002,1,FALSE,FALSE,0,0,TRUE
Valeri,Rogozin,M,1969,Russia,FALSE,FALSE,FALSE,TRUE,8849,2002,1,FALSE,FALSE,0,0,TRUE
Young-Rok,Bae,M,1975,S Korea,FALSE,FALSE,FALSE,TRUE,8849,2002,1,FALSE,FALSE,0,0,TRUE
Jeong-Min,Cho,M,1973,S Korea,FALSE,FALSE,FALSE,FALSE,0,2002,1,FALSE,FALSE,0,0,FALSE
Bo-Youl,Kim,M,1961,S Korea,FALSE,TRUE,FALSE,FALSE,0,2002,1,FALSE,FALSE,0,0,FALSE
Seung-Ho,Kim,M,1972,S Korea,FALSE,FALSE,FALSE,FALSE,0,2002,1,FALSE,FALSE,0,0,FALSE
Sung-Won,Lee,M,1962,S Korea,FALSE,FALSE,FALSE,FALSE,0,2002,1,FALSE,FALSE,0,0,FALSE
Jong-Cheol,Park,M,1967,S Korea,FALSE,FALSE,FALSE,TRUE,8849,2002,1,FALSE,FALSE,0,0,TRUE
Cheol-Ho,Yoon,M,1974,S Korea,FALSE,FALSE,FALSE,FALSE,0,2002,1,FALSE,FALSE,0,0,FALSE
Pasang Norbu/Nurbu,Sherpa,M,1954,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2002,1,FALSE,FALSE,0,0,TRUE
Dawa Tshering,Sherpa,M,1967,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2002,1,FALSE,FALSE,0,0,TRUE
Mario,Curnis,M,1936,Italy,FALSE,FALSE,FALSE,TRUE,8849,2002,1,FALSE,FALSE,0,0,TRUE
Simone,Moro,M,1967,Italy,FALSE,TRUE,FALSE,TRUE,8849,2002,1,FALSE,FALSE,0,0,TRUE
Mingma (Ang Mingma),Sherpa,M,1968,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2002,1,FALSE,FALSE,0,0,TRUE
Henri Willem (Hans),Van der Meulen,M,1953,Netherlands,FALSE,TRUE,FALSE,TRUE,8849,2002,1,FALSE,FALSE,0,0,FALSE
Willem Jacon Handrik (Wilco),Van Rooijen,M,1967,Netherlands,FALSE,FALSE,FALSE,FALSE,7700,2002,1,FALSE,FALSE,0,0,FALSE
Eric,Alcacebe,M,1975,France,FALSE,FALSE,FALSE,FALSE,0,2002,1,FALSE,FALSE,0,0,FALSE
Frederic,Lafitte,M,1972,France,FALSE,FALSE,FALSE,TRUE,8849,2002,1,FALSE,FALSE,0,0,TRUE
Jean-Pierre,Lapeyrade,M,1966,France,FALSE,FALSE,FALSE,FALSE,0,2002,1,FALSE,FALSE,0,0,FALSE
Robert,Larrandaburu,M,1955,France,FALSE,TRUE,FALSE,TRUE,8849,2002,1,TRUE,FALSE,3,0,TRUE
Jean Laurent,Tardits,M,1969,France,FALSE,FALSE,FALSE,FALSE,0,2002,1,FALSE,FALSE,0,0,FALSE
Thilen,Sherpa,M,1968,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2002,1,FALSE,FALSE,0,0,TRUE
Jorge,Egocheaga Rodriguez,M,1968,Spain,FALSE,TRUE,FALSE,TRUE,8849,2002,1,FALSE,FALSE,0,0,TRUE
Nawang Tenzing (Nawangle),Sherpa,M,1960,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2002,1,FALSE,FALSE,0,0,TRUE
Claudia,Baeumler,F,1968,Germany,FALSE,FALSE,FALSE,TRUE,8849,2002,1,FALSE,FALSE,0,0,TRUE
Russell Reginald,Brice,M,1952,New Zealand,FALSE,TRUE,FALSE,FALSE,7000,2002,1,FALSE,FALSE,0,0,FALSE
Kin-Man,Chung,M,1953,China,FALSE,FALSE,FALSE,FALSE,7000,2002,1,FALSE,FALSE,0,0,FALSE
Louis,Marino,M,1968,France,FALSE,FALSE,FALSE,FALSE,0,2002,1,FALSE,FALSE,0,0,FALSE
Donald C.,Morton,M,1933,Canada,FALSE,FALSE,FALSE,FALSE,7000,2002,1,FALSE,FALSE,0,0,FALSE
Ignacio (Inaki),Ochoa de Olza Seguin,M,1967,Spain,FALSE,FALSE,FALSE,FALSE,7200,2002,1,FALSE,FALSE,0,0,FALSE
Shinji,Tamura,M,1966,Japan,FALSE,FALSE,FALSE,TRUE,8849,2002,1,FALSE,FALSE,0,0,TRUE
Atsushi (Jun),Yamada,M,1979,Japan,FALSE,FALSE,FALSE,TRUE,8849,2002,1,FALSE,FALSE,0,0,TRUE
Phurba Tashi,Sherpa,M,1971,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2002,1,FALSE,FALSE,0,0,TRUE
Rasso,Bumann,M,1965,Switzerland,FALSE,FALSE,FALSE,TRUE,8849,2002,1,FALSE,FALSE,0,0,TRUE
Norbert,Burgener,M,1957,Switzerland,FALSE,FALSE,FALSE,FALSE,0,2002,1,FALSE,FALSE,0,0,FALSE
Raphael,Chassot,M,1945,Switzerland,FALSE,FALSE,FALSE,TRUE,8849,2002,1,FALSE,FALSE,0,0,TRUE
Mario,Dibona,M,1961,Italy,FALSE,FALSE,FALSE,TRUE,8849,2002,1,FALSE,FALSE,0,0,TRUE
Bernard,Fillion-Robin,M,1952,France,FALSE,FALSE,FALSE,FALSE,0,2002,1,FALSE,FALSE,0,0,FALSE
Josef-Konrad,Iten,M,1953,Switzerland,FALSE,FALSE,FALSE,FALSE,0,2002,1,FALSE,FALSE,0,0,FALSE
